stock_item_name,sales_qty_6m_avg,purchase_qty_1m,closing_stock_qty,purchase_rate,sales_amount,purchase_amount,closing_stock_amount,scenario_name
"HSS-E TAP 1/4"" BSP SPPT TIN EMUGE",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/4"" BSW SPFL TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/4"" UNC SPFL TIN ET",9,0,8,0,0,0,0,STARVE WATCH
"HSS-E TAP 1/4"" UNC SPPT TIN ET",18,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/4"" UNF SET ET",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/4"" UNF SPFL TIN ET",10,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/4"" UNF SPPT TIN ET",18,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/8"" BSP SPFL TIN ET",20,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/8"" BSP SPPT TIN EMUGE",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/8"" BSW SPPT TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/8"" NPSF BOT TIN ET",71,0,28,0,0,0,0,STARVE CRITICAL
HSS-E TAP 10 X 1 6G SPFL TIN ET,17,0,6,0,0,0,0,STARVE CRITICAL
HSS-E TAP 10 X 1 BOT ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 10 X 1.25 6G SPFL TIN ET,19,0,14,0,0,0,0,STARVE WATCH
HSS-E TAP 10 X 1.25 7H SPPT TIN ET,12,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 10 X 1.5 SPFL TIN ET,91,0,37,0,0,0,0,STARVE CRITICAL
HSS-E TAP 10-32 UNF SPPT TIN ET,7,0,5,0,0,0,0,STARVE WATCH
HSS-E TAP 12 X 1 SPFL TIN ET,1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 12 X 1.25 SPPT TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 14 X 1.5 BOT TIN ET,17,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 14 X 2 SPFL TIN ET,7,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 16 X 1.5 6G SPPT TIN ET,18,0,2,0,0,0,0,STARVE CRITICAL
HSS-E TAP 16 X 1.5 SPPT TIN ET,25,0,5,0,0,0,0,STARVE CRITICAL
HSS-E TAP 16 X 2 SPPT ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 18 X 1.5 SPFL TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 2 X .4 6G SPPT TIN ET,42,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 2 X .4 SEC ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 2.5 X .45 SPPT TIN ET,33,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 24 X 3 SPFL TIN ET,4,0,2,0,0,0,0,STARVE CRITICAL
HSS-E TAP 3 X .5 6G SPPT TIN ET,25,0,5,0,0,0,0,STARVE CRITICAL
HSS-E TAP 3 X .5 7H SPFL TIN ET,1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 3 X .5 SPFL TIN ET,42,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 3 X .5 SPPT ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 3 X .5 SPPT TIN ET,100,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 3.5 X .6 6G SPPT TIN ET,33,0,20,0,0,0,0,STARVE WATCH
"HSS-E TAP 3/16"" BSW SPPT TIN ET",10,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 3/4"" UNC SPFL TIN EMUGE",5,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 3/8"" BSP SB3 TOTEM",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 3/8"" BSP SPFL TIN ET",7,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 3/8"" BSP SPPT TIN EMUGE",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 3/8"" UNC SET ET",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 3/8"" UNC SPFL TIN ET",26,0,7,0,0,0,0,STARVE CRITICAL
"HSS-E TAP 3/8"" UNF SPFL TIN ET",40,0,12,0,0,0,0,STARVE CRITICAL
"HSS-E TAP 3/8"" UNF SPPT TICN ET",1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 30 X 3.5 SPFL TIN ET,2,0,1,0,0,0,0,STARVE CRITICAL
HSS-E TAP 4 X .7 6G SPPT TIN ET,267,0,10,0,0,0,0,STARVE CRITICAL
HSS-E TAP 4 X .7 BOT ET,17,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 4 X .7 SAS5 TOTEM,1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 4 X .7 SPPT ET,67,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 4 X .7 SPPT TIN ET,75,0,23,0,0,0,0,STARVE CRITICAL
HSS-E TAP 5 X .8 6G SPFL TIN YG,1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 5 X .8 SPFL TIN ET,37,0,6,0,0,0,0,STARVE CRITICAL
HSS-E TAP 5 X .8 SPPT TIN ET,100,0,18,0,0,0,0,STARVE CRITICAL
"HSS-E TAP 5/16"" UNC 3B SPPT TIN ET",8,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 5/16"" UNC SPPT TIN ET",8,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 5/16"" UNF SB3 TOTEM",1,0,1,0,0,0,0,STARVE ZERO
"HSS-E TAP 5/16"" UNF SPFL TIN ET",34,0,25,0,0,0,0,STARVE WATCH
"HSS-E TAP 5/16"" UNF SPPT TIN ET",8,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 6 X 1 6G SPFL TIN ET,5,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 6 X 1 6G SPPT TIN ET,108,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 6 X 1 BOT ET,17,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 6 X 1 SET GOLD TOTEM,7,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 6 X 1 SPIREX BLD TOTEM,10,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 6 X 1 SPPT ET,17,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 6 X 1 SPPT TIN ET,90,0,55,0,0,0,0,STARVE WATCH
HSS-E TAP 6-32 UNC SPPT TIN ET,27,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 7/16"" UNC SB3 TOTEM",1,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 7/16"" UNF SPPT TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 7/16"" UNS SPFL TIN ET",0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 8 X 1 SPFL TIN ET,27,0,15,0,0,0,0,STARVE WATCH
HSS-E TAP 8 X 1 SPPT TIN ET,42,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 8 X 1.25 6G SPFL YG,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 8 X 1.25 6G SPPT TIN ET,22,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 8 X 1.25 BOT FUTURA ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 8 X 1.25 SPPT TIN ET,89,0,55,0,0,0,0,STARVE WATCH
HSS-E TAP 8-32 UNC SPFL TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 8-32 UNC SPPT TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP 9 X 1 SPFL TIN ET,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 10 X 1.5 SAS5 TOTEM,2,0,1,0,0,0,0,STARVE CRITICAL
HSS-E TAP D371 10 X 1.5 SPPT TICN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 10 X1.25 SPFL TICN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 2 X .4 SPPT TIN ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 2.5 X .45 6G SPPT TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 2.5 X .45 SPPT TICN EMUGE,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 3 X .5 SPPT TIN ET,120,0,131,0,0,0,0,STARVE WATCH
"HSS-E TAP D371 3/16"" BSW SPPT ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP D371 3/8"" UNF SPPT TIN ET",17,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 4 X .5 SPPT TIN ET,8,0,2,0,0,0,0,STARVE CRITICAL
HSS-E TAP D371 4 X .7 SAS5 TOTEM,2,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 5 X .8 SPPT TICN EMUGE,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 5 X.8 SPFL TIN ET,16,0,15,0,0,0,0,STARVE WATCH
"HSS-E TAP D371 5/16"" UNC SPFL TIN ET",5,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D371 6 X 1 6G SPFL TIN YG,5,0,5,0,0,0,0,STARVE ZERO
HSS-E TAP D371 6 X 1 SPPT TIN EMUGE,15,0,9,0,0,0,0,STARVE WATCH
HSS-E TAP D371 6 X 1 SPPT TIN ET,329,0,378,0,0,0,0,STARVE WATCH
HSS-E TAP D371 8 X 1.25 6G SPFL TIN OAL 150 ET,1,0,1,0,0,0,0,STARVE WATCH
"HSS-E TAP D374 1/4"" NPT SB3 TOTEM",0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D374 16 X 1 SA3 TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D374 16 X 1.5 SA3 TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D374 16 X 1.5 SBU3 TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP D376 12 X 1.75 SPFL TIN EMUGE,4,0,2,0,0,0,0,STARVE WATCH
HSS-E TAP D376 16 X 2 SAS5 TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TC163 D371 4 X .7 SPFL YG,1,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP TC728 1/2"" BSP SPFL  YG",1,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP TC728 3/8"" BSP SPFL  YG",1,0,1,0,0,0,0,STARVE WATCH
HSS-E TAP TC804 10 X 1.5 YG,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TC814 10 X 1.5 YG,2,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TD127 4 X .7 YG,1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TD227 3 X .5 YG,1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TD411 18 X 1.5 YG,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TD411 20 X 1.5 YG,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TD711 24 X 3 YG,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TD711 30 X 3.5 YG,0,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TD814 2.5 X .45 YG,1,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TE403 10 X 1.25 YG,2,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TE821 6 X 1 YG,10,0,0,0,0,0,0,STARVE ZERO
HSS-E TAP TS232 6 X 1 YG,9,0,2,0,0,0,0,STARVE CRITICAL
HYDRAULIC CHUCK COLLET WHC 20-14,0,0,0,0,0,0,0,STARVE ZERO
HYDRAULIC CHUCK COLLET WHC 20-16.0,0,0,0,0,0,0,0,STARVE ZERO
HYDROGRIP BT30 20100M,1,0,0,0,0,0,0,STARVE ZERO
HYDROGRIP SLEEVE HCC 20ID 8 mm,0,0,0,0,0,0,0,STARVE ZERO
HYDROGRIP SLEEVE HCC20-06 mm,0,0,0,0,0,0,0,STARVE ZERO
IMPACT DRILL MACHINE 13MM 550W (DV13VSSS8Z) HIKOKI,3,0,0,0,0,0,0,STARVE ZERO
"INSIDE CALIPER 12"" TOWER",0,0,0,0,0,0,0,STARVE ZERO
JACK 5 TON TAPARIA,0,0,0,0,0,0,0,STARVE ZERO
KEY FOR DRILL CHUCK,0,0,0,0,0,0,0,STARVE ZERO
KEYLESS DRILL CHUCK 0-6.5 mm MT-2 ARBOUR HEAVY DUTY TURNMAX,0,0,0,0,0,0,0,STARVE ZERO
KYER 2525 2T15,0,0,0,0,0,0,0,STARVE ZERO
L HANDLE 1736 TAPARIA,3,0,3,0,0,0,0,STARVE WATCH
LINE TESTER 818 TAPARIA,3,0,0,0,0,0,0,STARVE ZERO
"LONG NUT 5/8""",3,0,20,0,0,0,0,STARVE ZERO
M SEAL (4KG),41,0,22,0,0,0,0,STARVE WATCH
M SEAL 1KG,222,0,224,0,0,0,0,STARVE WATCH
M SEAL CLEAR RTV 85 Gm,0,0,0,0,0,0,0,STARVE ZERO
M WHEEL 10,8,0,6,0,0,0,0,STARVE CRITICAL
M WHEEL 20,8,0,0,0,0,0,0,STARVE ZERO
MACHINIST HAMMER MH100 TAPARIA,6,0,0,0,0,0,0,STARVE ZERO
MAGNETIC BASE NO 7010,0,0,0,0,0,0,0,STARVE ZERO
MAGNETIC DIAL STAND 7010S,0,0,0,0,0,0,0,STARVE ZERO
"MAGNETIC SPRIT LAVEL 9""",3,0,20,0,0,0,0,STARVE ZERO
"MALE CONNECTOR 1/4"" X 8 mm SPAC",33,0,0,0,0,0,0,STARVE ZERO
"MASKING TAPE 1"" X 20 MTR",1,0,4,0,0,0,0,STARVE ZERO
MDP 1200 2000 105 3 I UN 8091,0,0,0,0,0,0,0,STARVE ZERO
MDS 0810 GS3,0,0,0,0,0,0,0,STARVE ZERO
MEASURING STEEL TAP 30MTR,1,0,3,0,0,0,0,STARVE ZERO
MGMN200 M H01,2,0,0,0,0,0,0,STARVE ZERO
MICRO METER 75-100 mm 103-140,0,0,0,0,0,0,0,STARVE ZERO
MILL FILE 300 BAST JK,20,0,5,0,0,0,0,STARVE CRITICAL
"MILLING MACHINE VICE 10"" APEX",0,0,0,0,0,0,0,STARVE ZERO
"MILLING MACHINE VICE 12"" APEX",0,0,0,0,0,0,0,STARVE ZERO
"MILLING MACHINE VICE 6"" APEX",0,0,0,0,0,0,0,STARVE ZERO
MOP WHEEL 25 X 25 X 6 G60 BP GNL,209,0,17,0,0,0,0,STARVE CRITICAL
MOP WHEEL 50 X 25 X 6 G60 BIPICO,25,0,28,0,0,0,0,STARVE CRITICAL
MOP WHEEL 50 X 25 X 6 G60 GNL,72,0,0,0,0,0,0,STARVE ZERO
MOP WHEEL 50 X 25 X 6 G80 BIPICO,23,0,50,0,0,0,0,STARVE WATCH
MOTUL TAPPING OIL SUPRATAP 36 200 ML,1,0,0,0,0,0,0,STARVE ZERO
MS MIG WIRE 0.8 PRIMA,18,0,0,0,0,0,0,STARVE ZERO
MS MIG WIRE 1.2 ADOR,3,0,0,0,0,0,0,STARVE ZERO
MS MIG WIRE 1.2 PRIMA,8,0,0,0,0,0,0,STARVE ZERO
MS WELDING ROD NO 10 6013 S (5KG) SUPERON,1,0,0,0,0,0,0,STARVE ZERO
MS WELDING ROD NO 10 SUPER 6 (2.5KG) SUPERON,29,0,28,0,0,0,0,STARVE WATCH
MS WELDING ROD NO 8 SUPER 6 (3.5KG) SUPERON,6,0,0,0,0,0,0,STARVE ZERO
MTJNL 2525 M16,1,0,0,0,0,0,0,STARVE ZERO
MWLNL M08 S25 R,1,0,0,0,0,0,0,STARVE ZERO
NEEDLE FILE FLAT 16 CM JK,155,0,80,0,0,0,0,STARVE CRITICAL
NEEDLE FILE FLAT 16 CM V3,4,0,5,0,0,0,0,STARVE WATCH
NEEDLE FILE SQUARE 16 CM JK,1,0,0,0,0,0,0,STARVE ZERO
NIPPER CUTTER 06 MULTITEC,5,0,0,0,0,0,0,STARVE ZERO
NITRILON COANTING GLOVES,28,0,0,0,0,0,0,STARVE ZERO
NON METALIC SHEET 1.5 mm RED,21,0,0,0,0,0,0,STARVE ZERO
NYLON HAMMER 730 PYE,0,0,2,0,0,0,0,STARVE ZERO
NYLON HAMMER 740,0,0,1,0,0,0,0,STARVE ZERO
NYLON HAMMER 750 (50 mm),0,0,2,0,0,0,0,STARVE ZERO
NYLON HAMMER SFH 50 TAPARIA,1,0,0,0,0,0,0,STARVE ZERO
OIL CAN,6,0,1,0,0,0,0,STARVE CRITICAL
OIL SEAL 10 X 40 X 70,2,0,0,0,0,0,0,STARVE ZERO
OIL SEAL 10 X 50 X 72,2,0,0,0,0,0,0,STARVE ZERO
OIL SEAL 100 X 120 X 10,1,0,0,0,0,0,0,STARVE ZERO
OIL SEAL 13 X 60 X 100,2,0,0,0,0,0,0,STARVE ZERO
OIL SEAL 6 X 18 X 32,3,0,0,0,0,0,0,STARVE ZERO
OIL SEAL 7 X 40 X 52,2,0,0,0,0,0,0,STARVE ZERO
OIL STONE SQ 1/2 X 4,2,0,20,0,0,0,0,STARVE ZERO
"OUTSIDE CALIPER 12"" TOWER",0,0,0,0,0,0,0,STARVE ZERO
PARTING WHEEL 200 X 1.5,42,0,0,0,0,0,0,STARVE ZERO
PARTING WHEEL 200 X 1.5 GUIDE,83,0,0,0,0,0,0,STARVE ZERO
PARTING WHEEL 250 X 1.5 GUIDE,33,0,0,0,0,0,0,STARVE ZERO
PARTING WHEEL 250 X 2 JKA,156,0,20,0,0,0,0,STARVE CRITICAL
PARTING WHEEL 300 X 2 JKA,134,0,50,0,0,0,0,STARVE CRITICAL
"PIPE WRENCH 24""(1276) TAPARIA",0,0,1,0,0,0,0,STARVE ZERO
PNEUMATIC GRINDER 6 mm OZAR,0,0,0,0,0,0,0,STARVE ZERO
POLISHING WHEEL 150 X 25 P5 GNL,40,0,20,0,0,0,0,STARVE CRITICAL
POLISHING WHEEL 150 X 25 U1 PERFORMER,13,0,0,0,0,0,0,STARVE ZERO
POLISHING WHEEL 200 X 25 P1 GNL,12,0,10,0,0,0,0,STARVE WATCH
POLYFLEX BELT 7m 1280,1,0,0,0,0,0,0,STARVE ZERO
"PRECISION MACHINE VICE 6"" ORCAN",0,0,0,0,0,0,0,STARVE ZERO
"PRESSURE GAUGE GLY FILLED SS 2-1/2""  0-70 KG BOTTOM CONNECTION 1/4"" BSP",2,0,0,0,0,0,0,STARVE ZERO
"PSA BACKUP PAD 5"" SUMAX",0,0,0,0,0,0,0,STARVE ZERO
PU JOINTER 8 mm SPAC,8,0,0,0,0,0,0,STARVE ZERO
PULL STUD BT30,3,0,0,0,0,0,0,STARVE ZERO
PULLY 7 X 2B,0,0,0,0,0,0,0,STARVE ZERO
PUMP SEAL,0,0,1,0,0,0,0,STARVE ZERO
PUNCHING PLIER,2,0,0,0,0,0,0,STARVE ZERO
PUPPY DIAL 513-404A INDICATOR LC0.01 MITUTOYO,0,0,0,0,0,0,0,STARVE ZERO
QASB 1 M6 6.3 X 5,0,0,2,0,0,0,0,STARVE ZERO
QASB 2 M 16 12.5 X 10,0,0,0,0,0,0,0,STARVE ZERO
QUICK CHANGE COLLET CO-42 MT4 TRUNMAX,1,0,0,0,0,0,0,STARVE ZERO
R-15 (S) DEBURRING BLADE,2,0,0,0,0,0,0,STARVE ZERO
R8 COLLET 10 mm TRUMIL,0,0,1,0,0,0,0,STARVE ZERO
R8 COLLET 11 mm TRUMIL,0,0,1,0,0,0,0,STARVE ZERO
R8 COLLET 12 mm TRUMIL,0,0,1,0,0,0,0,STARVE ZERO
R8 COLLET 16 mm TRUMIL,0,0,1,0,0,0,0,STARVE ZERO
R8 COLLET 20 mm TRUMIL,0,0,1,0,0,0,0,STARVE ZERO
R8 COLLET 5 mm TRUMIL,0,0,0,0,0,0,0,STARVE ZERO
R8 COLLET 6 mm TRUMIL,0,0,0,0,0,0,0,STARVE ZERO
R8 COLLET 9 mm TRUMIL,1,0,0,0,0,0,0,STARVE ZERO
RACHET HANDLE WITH ALLEN KEY SOCKET SET UPTO 16 MM TAPARIA,0,0,0,0,0,0,0,STARVE ZERO
RADIUS GAUGE 1-7 mm KRISPEEL,0,0,0,0,0,0,0,STARVE ZERO
RADIUS GAUGE 7.5-15 mm KRISPEEL,0,0,0,0,0,0,0,STARVE ZERO
"RANDOM ORBITAL SANDER 6"" DYNABRADE",1,0,0,0,0,0,0,STARVE ZERO
RATCHET HANDLE 1715 TAPARIA,4,0,1,0,0,0,0,STARVE CRITICAL
RCE S20 02250 1 E 25I A457,1,0,0,0,0,0,0,STARVE ZERO
RDMX 12T3 MOT JC8015,8,0,0,0,0,0,0,STARVE ZERO
REPAIR MACHINE,0,0,1,0,0,0,0,STARVE ZERO
"RIGHT ANGLE 12""",1,0,0,0,0,0,0,STARVE ZERO
"RIGHT ANGLE 4""",1,0,0,0,0,0,0,STARVE ZERO
"RIGHT ANGLE 6""",0,0,0,0,0,0,0,STARVE ZERO
"RIGHT ANGLE 8""",1,0,0,0,0,0,0,STARVE ZERO
RING SPANNER 10 X 11 TAPARIA,5,0,5,0,0,0,0,STARVE WATCH
RING SPANNER 20 X 22 TAPARIA,3,0,1,0,0,0,0,STARVE CRITICAL
RING SPANNER 24 X 26 TAPARIA,2,0,0,0,0,0,0,STARVE ZERO
RING SPANNER 24 X 27 TAPARIA,5,0,2,0,0,0,0,STARVE CRITICAL
RING SPANNER 30 X 32 TAPARIA,7,0,2,0,0,0,0,STARVE CRITICAL
RING SPANNER 32 X 36 TAPARIA,1,0,0,0,0,0,0,STARVE ZERO
"RIVIT 3/16 X 3/8""",500,0,0,0,0,0,0,STARVE ZERO
SAFETY HELMET WITH GLASS FACE COVER,1,0,0,0,0,0,0,STARVE ZERO
SCLCL DIA 12,0,0,0,0,0,0,0,STARVE ZERO
SCR 8 BLADE,2,0,1,0,0,0,0,STARVE WATCH
SCREW BIT PH2 X 65 (CPSB1) GNL,262,0,280,0,0,0,0,STARVE WATCH
SCREW BIT PH2 X 65 MAGNETIC (CPSB4) GNL,18,0,2,0,0,0,0,STARVE CRITICAL
SCREW DRIVER 828 TAPARIA,0,0,0,0,0,0,0,STARVE ZERO
SCREW DRIVER 832 I TAPARIA,2,0,0,0,0,0,0,STARVE ZERO
SCREW DRIVER 860-60 TAPARIA,2,0,0,0,0,0,0,STARVE ZERO
SCREW DRIVER 903 I TAPARIA,2,0,1,0,0,0,0,STARVE CRITICAL
SCREW DRIVER 904 TAPARIA,5,0,0,0,0,0,0,STARVE ZERO
SCREW DRIVER 908 I TAPARIA,0,0,4,0,0,0,0,STARVE ZERO
SCREW DRIVER 911 TAPARIA,1,0,0,0,0,0,0,STARVE ZERO
SCREW DRIVER 912 TAPARIA,3,0,0,0,0,0,0,STARVE ZERO
SCREW DRIVER 913 TAPARIA,8,0,0,0,0,0,0,STARVE ZERO
SCREW DRIVER BIT SET 41 PCS STANLEY,0,0,1,0,0,0,0,STARVE ZERO
SCREW DRIVER SET 802 TAPARIA,5,0,3,0,0,0,0,STARVE WATCH
SDS SCREW 4.2 X 19,167,0,0,0,0,0,0,STARVE ZERO
SDUCL -11 S25R,0,0,0,0,0,0,0,STARVE ZERO
"SELF DRILLING SCREW 1""",208,0,0,0,0,0,0,STARVE ZERO
SELF DRILLING SCREW 12 X 25,33,0,0,0,0,0,0,STARVE ZERO
"SELF DRILLING SCREW 3/4""",67,0,0,0,0,0,0,STARVE ZERO
SELF DRILLING SCREW 4.2 X 38,50,0,0,0,0,0,0,STARVE ZERO
SELF DRILLING SCREW 8 X 19,17,0,0,0,0,0,0,STARVE ZERO
SELF DRILLING SCREW 8 X 25,33,0,0,0,0,0,0,STARVE ZERO
SINGLE OPEN END SPANNER 30 TAPARIA,0,0,0,0,0,0,0,STARVE ZERO
SINGLE OPEN END SPANNER 46 TAPARIA,4,0,10,0,0,0,0,STARVE ZERO
SINGLE OPEN END SPANNER 70 TAPARIA,0,0,0,0,0,0,0,STARVE ZERO
"SOCKET 1/2"" X 12 mm TAPARIA",2,0,10,0,0,0,0,STARVE ZERO
"SOCKET 1/2"" X 13 mm TAPARIA",2,0,0,0,0,0,0,STARVE ZERO
"SOCKET 1/2"" X 14 mm TAPARIA",2,0,0,0,0,0,0,STARVE ZERO
"SOCKET 1/2"" x 17 mm TAPARIA",3,0,0,0,0,0,0,STARVE ZERO
"SOCKET 1/2"" x 19 mm TAPARIA",3,0,0,0,0,0,0,STARVE ZERO
"SOCKET 1/2"" x 32 mm TAPARIA",0,0,1,0,0,0,0,STARVE ZERO
"SOCKET 3/4"" x 36 mm TAPARIA",1,0,0,0,0,0,0,STARVE ZERO
SOCKET 6 TAPARIA,2,0,0,0,0,0,0,STARVE ZERO
"SOCKET SET 1/2"" (BMS-14 MXL) TAPARIA",0,0,0,0,0,0,0,STARVE ZERO
"SOCKET SET 1/2"" (S-11 MXL S-11 H XL(22 SOCKET + 6 ACCESSORIES) TAPARIA",0,0,0,0,0,0,0,STARVE ZERO
"SOCKET SET 1/2"" (SBSH8) TAPARIA",0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE BALL NOSE 10 #140 XL TOTEM,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE BALL NOSE 4 X 64 #125 XL TOTEM,1,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE BALL NOSE 7 K2 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH404 4 YG,3,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH423 13 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH423 14 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH423 16 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH423 3.2 YG,1,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH423 3.6 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH423 6.8 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH424 8 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DREAM DRILL DH424 8.5 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 1 MIRANDA,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 1 TOTEM,2,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 1.4 YG,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 13 YG,1,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 13.0 TOTEM,1,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 16 MIRANDA,0,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 2.2 TOTEM,1,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 2.5 TOTEM,6,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 2.7 MIRANDA,2,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 2.7 YG,28,0,5,0,0,0,0,STARVE CRITICAL
SOLID CARBIDE DRILL 2.8 TOTEM,2,0,0,0,0,0,0,STARVE ZERO
SOLID CARBIDE DRILL 2.8 X 15 X 50 SH3 TOTEM,0,0,0,0,0,0,0,STARVE ZERO
